Ntriples,Ntrials,Mean Query2(ms), Std Query2(ms), Nres Query2,Mean Query3(ms), Std Query3(ms), Nres Query3,Mean Query4(ms), Std Query4(ms), Nres Query4,Mean Query5(ms), Std Query5(ms), Nres Query5,Mean Query6(ms), Std Query6(ms), Nres Query6,Mean Query7(ms), Std Query7(ms), Nres Query7
868219,10,5.00,11.67,1,290.50,865.50,16,1.10,1.04,1,5068.90,508.20,1,3491.90,1678.31,10,54.40,1.02,10
869164,10,5.30,10.24,16,2.00,0.45,16,1.00,0.45,4,5327.50,526.10,2,3944.40,1614.74,10,53.70,22.06,10
870131,10,8.70,22.44,1,1.70,0.46,16,0.80,0.40,4,3625.90,1271.67,1,4525.90,591.23,10,174.70,384.13,10
871083,10,4.80,9.41,16,1.70,0.46,16,1.10,0.54,4,3011.30,1738.97,1,4032.90,1312.33,10,165.50,365.22,10
872042,10,7.00,15.34,16,2.30,0.64,16,0.70,0.46,4,4417.60,639.25,1,2714.80,1222.10,10,45.90,5.87,10
872985,10,5.20,12.60,1,1.20,0.40,1,1.10,0.54,4,4717.30,906.14,2,3118.40,1332.42,10,53.90,20.46,10
873920,10,5.50,9.84,16,1.00,0.00,1,1.10,0.30,4,4024.70,1185.77,2,4745.20,1410.53,10,178.80,388.46,10
874912,10,5.20,10.61,16,0.80,0.40,1,1.00,0.45,4,3276.00,1904.20,2,5447.00,909.89,10,170.00,382.72,10
875923,10,5.70,13.44,1,303.70,905.10,16,1.60,0.49,4,3137.70,1310.27,2,4652.90,627.26,10,179.80,390.42,10
876882,10,5.50,11.17,16,2.00,0.63,16,0.70,0.46,1,4378.30,555.72,2,4475.40,573.71,10,174.50,388.19,10
877837,10,4.50,7.85,16,1.90,0.54,16,0.90,0.30,4,4727.90,617.60,2,4156.00,1037.82,10,49.10,3.18,10
878818,10,4.60,10.47,1,1.70,0.46,16,0.70,0.46,4,4564.70,2046.03,1,6364.40,675.75,10,168.30,374.31,10
879815,10,6.90,15.04,16,1.90,0.54,16,1.10,0.30,4,3653.00,1342.72,1,5986.80,504.99,10,204.00,482.68,10
880755,10,5.30,9.91,16,2.10,0.30,16,0.90,0.54,4,4793.80,1782.86,2,3159.00,1060.26,10,178.80,384.08,10
881703,10,5.90,10.38,16,1.20,0.40,1,0.90,0.54,1,2812.00,1501.93,2,3222.70,1617.79,10,186.10,389.63,10
882681,10,5.50,10.51,16,2.00,0.00,16,1.20,0.40,4,4695.00,976.42,2,4837.70,717.51,10,44.70,6.81,10
883624,10,4.90,11.04,1,1.10,0.30,1,1.10,0.30,4,3932.70,1333.97,1,5254.10,1557.45,10,222.70,513.47,10
884618,10,5.70,9.79,16,2.50,0.67,16,1.20,0.40,1,4224.60,1706.15,2,6131.40,461.16,10,210.60,477.81,10
885595,10,4.10,9.97,1,0.70,0.46,1,0.60,0.49,1,5857.40,1107.70,2,3968.70,1413.44,10,176.00,372.35,10
886503,10,6.10,12.97,16,2.20,0.75,16,0.80,0.40,1,4774.00,742.08,1,4229.20,984.87,10,173.60,376.83,10
887512,10,5.90,13.04,16,269.00,801.33,16,0.90,0.30,4,4680.70,670.34,2,4874.70,670.91,10,174.10,373.99,10
888498,10,5.70,13.44,1,1.10,0.30,1,1.00,0.00,4,2708.80,1435.37,2,5503.60,1036.84,10,50.00,5.16,10
889448,10,5.20,10.27,16,2.00,0.00,16,1.10,0.30,4,3940.80,1469.28,2,4107.20,1625.41,10,49.10,4.61,10
890415,10,5.60,12.14,16,1.20,0.40,1,1.20,0.40,4,6350.30,935.30,1,4731.70,1784.85,10,181.50,413.87,10
891402,10,5.50,12.51,1,1.30,0.46,1,0.90,0.30,4,4966.60,1860.22,2,3755.40,1034.36,10,169.50,377.53,10
892357,10,5.10,9.98,16,1.10,0.30,1,1.00,0.00,1,4933.40,877.80,1,5036.80,645.30,10,168.30,364.92,10
893336,10,4.60,10.47,1,1.40,0.66,1,1.50,0.67,1,4652.50,651.50,2,5048.40,514.07,10,195.80,440.13,10
894335,10,5.10,10.31,16,1.70,0.46,16,0.90,0.54,4,2621.70,1348.06,2,5673.70,2584.91,10,364.00,631.94,10
895277,10,5.70,11.11,16,0.90,0.30,1,0.60,0.49,1,8142.80,1016.11,2,6964.80,1339.23,10,176.20,398.31,10
896284,10,5.40,10.54,16,1.10,0.30,1,0.90,0.30,1,8156.00,699.87,2,7593.50,771.19,10,176.70,396.11,10
897266,10,6.10,12.31,16,1.90,0.30,16,0.70,0.46,4,4486.90,1971.93,2,6102.70,828.54,10,45.90,5.96,10
898208,10,4.80,9.75,16,1.90,0.54,16,1.00,0.45,1,5262.30,504.06,2,5875.70,648.50,10,183.10,392.98,10
899210,10,274.60,818.13,16,1.10,0.30,1,0.90,0.30,1,5093.50,511.37,1,5686.60,522.33,10,186.30,419.61,10
900196,10,4.70,9.13,16,1.80,0.40,16,0.90,0.30,4,5114.50,1522.28,2,6909.00,787.00,10,171.70,378.47,10
901174,10,5.00,9.67,16,1.20,0.40,1,1.20,0.40,4,7599.60,815.77,1,7275.20,707.58,10,289.20,482.76,10
902149,10,6.60,11.83,16,1.60,0.92,1,1.10,0.30,1,7101.10,687.07,2,6941.20,1262.75,10,178.80,381.76,10
903109,10,268.70,801.43,16,0.90,0.30,1,0.90,0.30,1,5707.60,585.33,1,6678.70,494.84,10,172.60,375.83,10
904046,10,5.60,11.14,16,1.90,0.54,16,0.90,0.54,4,5759.70,976.54,2,6335.20,596.49,10,185.20,418.63,10
905041,10,4.90,8.70,16,2.20,0.40,16,0.90,0.30,4,5640.50,1430.96,2,5483.00,822.02,10,163.40,354.92,10
906009,10,5.40,10.21,16,2.20,0.40,16,1.10,0.30,4,6711.20,559.65,1,7321.90,916.19,10,171.60,368.85,10
907002,10,5.40,11.88,1,2.10,0.83,16,0.70,0.46,1,6908.90,902.87,2,7679.60,774.06,10,174.60,386.17,10
907978,10,5.80,11.74,16,1.70,0.64,16,0.70,0.46,1,3977.70,1757.78,2,5645.50,511.35,10,173.00,375.71,10
908953,10,4.50,9.84,1,2.30,0.46,16,1.20,0.40,4,5318.20,195.35,2,5220.10,417.76,10,168.50,367.89,10
909940,10,6.30,14.24,16,1.10,0.70,1,1.20,0.40,4,5591.20,544.73,2,5167.20,416.92,10,172.00,376.36,10
910892,10,4.80,9.74,1,1.70,0.90,1,1.30,0.46,1,5692.90,653.72,2,5955.60,731.88,10,173.30,375.65,10
911858,10,5.90,12.37,16,1.40,0.49,16,0.70,0.46,4,5359.00,1105.04,1,6597.90,627.08,10,178.50,383.51,10
912818,10,4.70,10.44,1,0.90,0.54,1,0.80,0.40,1,5797.00,507.57,2,6437.00,533.22,10,43.50,6.09,10
913788,10,5.10,9.64,16,1.90,0.30,16,0.80,0.40,1,5865.90,1183.32,1,4982.50,917.25,10,48.40,4.43,10
914800,10,4.20,8.94,1,1.60,0.66,16,0.60,0.49,1,4943.60,1453.64,2,5787.10,566.72,10,168.70,375.45,10
915761,10,268.10,800.97,1,1.20,0.40,1,1.00,0.45,1,5516.80,1042.27,1,6085.60,668.18,10,174.00,375.70,10
916699,10,7.10,15.30,16,0.90,0.54,1,0.80,0.40,4,5824.10,985.55,2,7540.50,791.39,10,195.00,440.02,10
917683,10,7.20,16.61,16,1.10,0.30,1,0.80,0.40,4,5391.30,1634.14,2,7366.20,655.71,10,182.20,410.61,10
918643,10,7.50,19.50,1,1.80,0.40,16,0.80,0.40,1,6846.40,834.20,2,6024.80,974.87,10,186.20,418.30,10
919609,10,4.50,9.51,1,2.30,0.90,16,1.20,0.40,1,5622.40,838.51,2,5636.60,842.08,10,174.70,388.12,10
920549,10,5.60,11.81,16,270.20,803.93,16,1.10,0.30,4,5446.70,642.32,1,6027.80,652.73,10,47.10,7.18,10
921565,10,4.50,10.17,1,1.20,0.40,1,0.90,0.30,1,5376.00,742.02,2,6272.80,644.30,10,186.40,414.23,10
922492,10,4.40,9.87,1,1.10,0.30,1,0.80,0.40,1,6512.50,791.08,2,6914.20,459.42,10,179.10,399.34,10
923456,10,4.90,11.37,1,2.00,0.00,16,0.90,0.30,4,6669.60,392.51,1,6928.50,431.89,10,165.00,366.39,10
924407,10,6.40,15.54,1,1.20,0.40,1,1.10,0.30,4,7236.70,972.15,2,5645.30,912.76,10,169.50,370.53,10
925380,10,5.20,11.94,1,1.30,0.46,1,1.10,0.30,1,5629.60,620.13,1,6185.20,642.28,10,47.10,7.54,10
926382,10,6.10,11.97,16,1.20,0.40,1,1.10,0.30,4,5604.00,650.18,1,6502.50,646.81,10,185.20,398.61,10
927370,10,5.10,11.97,1,1.30,0.64,1,1.30,0.46,4,4701.70,1629.10,2,7699.10,760.50,10,189.00,424.04,10
928334,10,9.20,23.60,1,1.30,0.46,1,1.70,0.64,4,7267.20,921.92,1,7416.10,628.46,10,184.00,405.35,10
929291,10,5.80,12.41,16,1.50,0.50,16,0.60,0.49,1,7451.20,939.11,2,7121.10,808.73,10,171.30,377.28,10
930234,10,4.10,8.64,1,1.20,0.40,1,0.90,0.30,4,5377.70,865.47,2,6373.60,560.76,10,173.70,374.79,10
931203,10,5.70,12.11,16,1.00,0.00,1,0.70,0.46,1,5823.20,792.49,1,6714.00,467.79,10,187.40,414.88,10
932150,10,5.30,11.24,16,0.90,0.54,1,0.70,0.46,4,5709.70,705.38,2,6405.40,649.37,10,178.60,408.16,10
933106,10,5.40,10.57,16,1.80,0.60,16,1.00,0.00,4,7020.20,634.72,2,6809.50,517.09,10,176.80,392.42,10
934034,10,5.40,9.54,16,2.30,0.46,16,1.20,0.40,4,7550.10,944.86,1,7153.70,762.91,10,166.50,366.20,10
935038,10,3.90,8.04,1,2.10,0.30,16,1.00,0.00,1,7287.50,1066.89,1,6952.70,1016.40,10,169.60,364.84,10
935983,10,6.70,13.77,16,1.10,0.30,1,0.90,0.30,1,6041.10,594.36,2,6935.50,369.50,10,177.50,384.21,10
936962,10,5.50,10.17,16,246.30,731.23,16,1.30,0.46,4,5715.30,727.43,2,6733.20,193.28,10,173.80,387.42,10
937908,10,5.50,11.51,16,1.70,0.46,16,0.80,0.40,1,6376.40,921.73,2,7059.60,945.62,10,177.90,385.40,10
938875,10,5.80,11.74,16,1.10,0.30,1,0.80,0.40,1,8051.40,1308.65,1,7225.30,687.01,10,303.20,504.07,10
939773,10,4.50,9.18,1,1.60,0.49,1,0.90,0.30,1,7742.30,521.93,2,7818.50,817.04,10,292.10,487.03,10
940728,10,257.20,766.27,16,1.40,0.49,16,0.80,0.40,1,6331.80,651.57,2,6868.70,468.99,10,179.50,379.51,10
941671,10,251.70,749.43,16,1.00,0.45,1,1.00,0.45,4,5883.00,579.75,1,6917.10,747.75,10,177.70,394.11,10
942621,10,5.20,11.62,1,2.20,0.40,16,0.90,0.30,1,6501.60,1338.48,1,6572.70,448.21,10,184.40,432.21,10
943568,10,5.40,11.88,1,1.40,0.49,1,1.20,0.40,1,7688.00,577.25,1,7399.60,556.76,10,160.10,345.99,10
944519,10,5.20,9.94,16,2.30,0.46,16,1.00,0.45,1,8309.90,472.72,2,7862.90,1307.61,10,170.00,369.71,10
945505,10,5.30,11.91,1,1.60,0.92,1,1.30,0.46,4,7680.00,913.27,1,7082.50,1206.45,10,171.40,378.60,10
946454,10,6.20,12.95,16,2.10,0.30,16,0.70,0.46,1,6226.60,463.26,2,6941.20,634.15,10,177.20,388.98,10
947373,10,4.70,11.10,1,1.10,0.30,1,0.90,0.54,1,6322.10,1052.84,2,6855.70,444.11,10,174.20,382.65,10
948339,10,4.60,10.47,1,2.20,0.60,16,0.80,0.40,1,6719.10,1098.88,2,7340.70,855.30,10,181.50,409.18,10
949328,10,5.00,11.67,1,1.50,0.50,16,1.00,0.45,4,8265.90,1136.81,2,7711.20,956.48,10,178.10,391.70,10
950291,10,5.90,14.37,1,2.00,0.00,16,1.10,0.30,4,8244.20,864.93,1,8147.50,1041.73,10,169.20,364.95,10
951226,10,271.10,795.40,16,1.70,0.46,16,1.10,0.30,4,6548.20,890.40,2,7295.70,731.28,10,172.90,378.40,10
952165,10,5.00,11.34,1,1.60,0.66,1,1.30,0.64,4,6153.00,796.98,2,7180.10,619.17,10,178.60,395.15,10
953147,10,4.40,9.54,1,2.20,0.98,16,1.30,0.46,4,6701.80,1293.43,2,6447.60,924.93,10,173.30,373.26,10
954149,10,5.00,10.68,1,2.70,0.64,16,1.20,0.40,1,7464.40,929.19,1,7677.50,904.94,10,163.70,353.15,10
955168,10,6.70,14.44,16,1.00,0.45,1,0.50,0.50,1,7774.00,697.00,2,8239.80,1047.60,10,179.50,411.53,10
956112,10,5.80,11.41,16,1.20,0.40,1,1.00,0.00,4,7805.20,723.07,2,7832.60,1021.24,10,179.20,385.65,10
957119,10,5.00,11.67,1,2.20,0.40,16,1.20,0.40,4,6439.80,820.87,1,7287.00,655.41,10,180.40,399.22,10
958075,10,244.10,727.30,16,0.80,0.40,1,0.80,0.60,4,6475.40,666.50,2,7170.50,603.48,10,189.90,423.72,10
959057,10,6.20,12.27,16,2.10,0.30,16,1.20,0.40,4,6808.20,586.72,2,7362.50,941.29,10,174.40,378.89,10
959967,10,6.10,12.30,16,2.10,0.30,16,1.00,0.45,4,8326.60,1010.08,2,8096.80,801.72,10,174.00,376.36,10
960907,10,5.70,11.77,16,2.20,0.40,16,1.30,0.46,4,7933.60,958.21,2,8688.20,709.53,10,172.80,362.49,10
961864,10,7.70,16.44,16,1.40,0.49,1,1.50,0.50,4,6752.60,1003.59,2,7470.50,697.12,10,179.10,386.33,10
962871,10,5.40,12.54,1,2.70,0.64,16,1.20,0.40,4,6633.90,990.68,1,7150.70,552.74,10,181.30,398.26,10
963841,10,7.70,17.11,16,247.90,736.37,16,0.70,0.64,1,6744.20,719.56,1,6750.10,320.41,10,177.90,393.74,10
964813,10,5.60,10.81,16,1.10,0.30,1,0.70,0.46,1,7764.70,979.03,2,7803.60,807.40,10,288.60,478.17,10
965776,10,5.30,12.24,1,1.20,0.40,1,0.90,0.30,1,8457.30,951.18,2,8330.10,898.91,10,283.20,470.19,10
966779,10,4.40,9.54,1,2.30,0.46,16,1.10,0.30,4,7918.90,588.17,1,7994.00,1342.74,10,178.70,390.81,10
967723,10,6.50,13.84,16,1.90,0.30,16,2.30,4.24,4,6752.00,1107.77,2,7464.40,710.68,10,298.50,502.06,10
